,title,text,subject,date,target
23431,"BOILER ROOM – EP #46 – Murder, Witchery, Politricks & A Manatee","Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Daniel Spaulding of Soul of the East, Andy Nowicki from Alt Right Blogspot, Jay Dyer of Jays Analysis & ACR/21Wire contributor Randy J. In this broadcast listeners will be hearing us go around the BOILER ROOM on a veritable feast of topics including commentary on the latest in the lame stream media reality TV show that is the US Presidential race, the mysterious death of Supreme Court Justice Scalia, an in depth discussion with Jay Dyer on the pitfalls of anarchy/libertarian ideologies, predictive programming aimed at children through Barbie cartoons, unfortunate experiences in air travel, a cautionary tale about manatees and a discourse between Randy J and Hesher on aftermath of the Oregon stand off. If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE RECORDING IN THE PLAYER BELOW   ENJOY! ",Middle-east,"March 3, 2016",0
23432,Survey: Top Ten Fears of 2015," Truthstream MediaOut of 88 potential horrors this batch of 1,500+ Americans were asked to rank in regard to their personal level of fear in 2015, you ll never guess what the number one thing people are most afraid of in this country Or perhaps you will. What an amazingly sad statement on modern America and the times we are living in.The survey can be found here.Americans Deepest FearsAre Americans today afraid of criminals with guns or a government that would seek to disarm its citizens?The impositions of the system now rank higher among worry than hyped factors like terrorism   with distrust at very high levels among citizens and consumers alike. People are becoming disconnected from the wealth and prosperity they once knew, and instead are facing a collapsing system that wishes to loot from its populace as the ship goes down.Dearly held rights in the American tradition are under threat today of vanishing, of being upended by a machine with secret designs.Corporate schemers, conniving bankers and corrupt government insiders are driving perpetual wars, a damaged economy, disappearing jobs and diminishing chances of achieving the American dream.Please share this article and story.Permission to repost or republish with attribution (to Truthstream Media) is granted under creative commons license.READ MORE SOCIAL ENGINEERING NEWS AT: 21st Century Wire SE Files",Middle-east,"February 29, 2016",0
23433,SHOUT POLL: Should Apple Give FBI Backdoor Access to iPhones?," 21st Century Wire asks HAVE YOUR SHOUT: Apple CEO Tim Cook publicly rejected an unprecedented US Federal Court order that would force the company to decrypt an iPhone linked to one of the San Bernardino shooters   a move that would have vast implications.Vote, comment and share below  READ MORE ENCRYPTION NEWS AT: 21st Century Wire Encryption Files",Middle-east,"February 27, 2016",0
23434,"The Final Control: TPP, TTIP, TISA Global Corporate Takeover","21st Century Wire says This is a new geopolitical war, taking place between the United States and China.The rise of the so-called BRICS countries   Brazil, Russia, India, China, and South Africa, along with countless other emerging economies, means that global power relations are gradually tipping away from the Anglo-American Axis, and towards Eurasia.The Anglo-American corporate confab will not allow this tectonic shift threaten their  interests.  Collectively, what the TPP, TTIP and TISA really are   is a new global governance super structure that overrides individual sovereign nations and their laws, and even the rights of their individual citizens.Under this new secretive regime, all are subservient to the transnational corporate hive WATCH: WikiLeaks   The US strategy to create a new global legal and economic system: TPP, TTIP, TISA:  ",Middle-east,"February 27, 2016",0
23435,Blood Sport: GOP Presidential Race Takes Another Brutal Turn As ‘Party Favorites’ Tear Into Trump,"Patrick Henningsen 21st Century WireAs Baron Rothschild famously said back in the late 18th century,  When there s blood in the streets, it s time to buy property.  Too bad then that Donald Trump has to divest all of his holdings and put them in the hands of a blind trust. On the scale of ugly, last night s debate was a moon shot even by this election s sinking standards.Both Marco Rubio and Ted Cruz began their two hour-long sustained attack on the man in the middle, Donald Trump   relentlessly hitting the front-runner with every conceivable  gotcha  factoid and political angle. Trump hit back at Cruz calling him  a liar  and at Rubio calling the Florida Senator  choke artist  in reference to his meltdown at the hands of Chris Christie during the last televised debate. WAR: GOP rival Marco Rubio tearing into Donald Trump on an endless range of issues and supposed scandals.Clearly, CNN was also part of this coordinated attack, as they echoed Wall Street luminary and former presidential candidate Mitt Romney, going after Trump about publicly releasing his tax returns. Trump then hit back saying that he s being audited by the IRS and can t release his returns in the middle of an audit (which is actually true), and CNN, along with Cruz, kept hammering the issue straight into the post-debate media opportunity where CNN ing nue Chris Cuomo tried (and failed) to channel his inner Tim Russert as he continued the Trump tax probe.It didn t end there. Subsequent gang stalking by Rubio and Cruz were powered by the New York Times (who s adopted a overwhelmingly anti-Trump editorial stance early on), including accusations of fraud over the Trump University civil court case, Trump using Polish building labor in 1980 (the same year that Rubio and Cruz were beginning second grade), and accusations of hypocrisy over Trump s use of used H-2B Visa applications to import seasonal labor to build in south Florida (that one turned out to be  nothing burger  though. Trump, a seasoned litigator, didn t seemed too worried about the Trump University case, intimating that  the lawyers are taking care of that , and the Polish builder scandal (come on guys, who doesn t like Polish builders?) happened 36 years ago.Forget about airs and graces. This was a vicious battle   a historic new low for American politics. The fact Trump survived the beating was something in itself. If he does make it through this storm, then both Cruz and Rubio will have done The Donald a huge favor   having vetted and exorcised all of his scandals early on during the primary stage, and leaving Hillary and the media with little besides bone to chew on come August.When today s morning press came out, exactly as they have throughout this election, all of the mainstream media channels, newspapers and magazine loudly declared Trump s  debate defeat , and trumpeted Rubio  aggressiveness . Liberal establishment stalwart The Atlantic declared,  Trump s Terrible night , while NBC News ran with the headline that  Rubio and Cruz Hammer Trump , followed by the Washington Post trumpeting,  Rubio Won Debate, Put Trump on the Defensive. Other wishful pundits weighed in, like media mogul Glenn Beck (who is openly backing Ted Cruz and warning his audiences of an end times Armageddon if America doesn t elect a  true Christian Conservative  in November). Beck was ecstatic after Rubio s debate performance, especially after this week when Trump gatecrashed a Nevada event where Beck was stumping for Cruz.Rubio is killing it.#gopdebate  Glenn Beck (@glennbeck) February 26, 2016This morning, Rubio drew additional fire from the Trump CENTCOM after Rubio claimed that Donald Trump had received $200 million from his father, and said if not for his father s  inheritance , Trump would be  selling watches in Manhattan. This morning Rubio appeared at an outdoor media event where he tore into Trump, calling him a  con artist  and went on the pick apart Trump s spelling mistakes on Twitter. At this point, you just got the feeling that Rubio has ventured into a new area of media warfare outside of his own sanitized political wheelhouse. As the old saying goes: never wrestle with a pig.In the end, it was Trump who stole the wind from Rubio s sails, when early the following morning he appeared on national TV next to firebrand GOP candidate, Chris Christie, garnering a power midstream endorsement from the popular New Jersey governor. RENT-A-CROWD? Critics have pointed out that Rubio s crowds appear as props for the camera, as seen at this morning s Rubio rally in Texas.Crowds For Hire?With so many people disengaged from mainstream politics and from major broadcast media, politicians are said to be turning to PR agencies and  rent-a-crowd  services in order to fill out their camera frames and look more appealing to audiences. More than any other previous presidential election cycle, this 2016 race has seen more accusations of this   leveled mainly at GOP candidates like Jeb Bush   but also towards Marco Rubio. At this morning s media event, Rubio s team had hand-picked dozens of youths and immaculately dressed made up crowds   carefully assembled in rows behind and directly below Rubio. Interestingly, the teen models and the gangsters do not cheer with the core crowd positioned between the cameras and Rubio   they simply smile, and many of these people are wearing sunglasses   on an overcast morning in Texas. Even hip hop gangster-looking students wearing color-coordinated red hoodies   many of whom are even too young to vote, appear disinterested, as if they are being paid $40 to stand in a row in the camera frame.If this is any indication of Rubio s  New American Century , then it s certainly cause for worry. The fact that Rubio stole his campaign slogan from Donald Rumsfeld and John Bolton s neoconservative pro-war think tank, Project for A New American Century (PNAC) is interesting, and the fact the media have not commented yet on this is highly suspect.Ironically, it was the brash hawk Donald Trump who took the high ground on the issue of the Middle East. When asked about his commitment to Israel, Trump pointed out that he would not take sides beforehand when brokering any peace deal between the Israelis and the Palestinians, and even stated that if he could negotiate a peace deal between the perennial warring neighbors that,  It would be my greatest achievement as US president.  Who can really argue with that? Well, hermanos Cubanos did. Cruz and Rubio were furious at this point, and the reason for this has to be that both of them have received mucho dinero from the Israeli Lobby to maintain a categorically anti-Palestinian stance. Cruz and Rubio adopted a very ugly tone during this exchange, both telegraphing their commitment to the decrepit status quo   meaning that there would be no peace in the Middle East on their watch. Once again, Cruz and Rubio are completely out of touch with what voters really want.Almost one year ago I said on the SUNDAY WIRE SHOW that the Republican establishment would be looking to hedge its approach to returning to the White House more than they have in past elections   this time going for the mathematical and demographically pragmatic option   which would be Marco Rubio, with Wisconsin s Scott Walker throwing early innings in the bull pen. Orthodox RNC thinking last spring believed that with Rubio, with less than one term in Senate and no leadership experience, could somehow repeat the  Obama effect  of 2008 and finally usher their party into the 21st century. Things looked very different for Hillary last spring too, where she seemed invincible on the Democrat side as well as in national polling. On paper at least, it seems that Rubio would  tick all the right boxes  for the GOP elite who are presiding over a party in decline and disarray   he s young (44 years old, although you d punt him at a decade his junior), and even more importantly he s Latino, which gives the GOP a shot a pulling in a crucial trilateral voter compliment: Hispanic-American, independents and moderate Democrats. On paper this all makes perfect sense, but running for President in the United States of America isn t simply a case of what looks logical on paper. Case and point: Bernie Sanders, Ben Carson and, of course, Donald Trump.CurtainsIf Cruz loses his home state Texas GOP primary on March 1st, then it s lights out for the Cruz campaign. Right now Cruz and Trump are in a dead heat, nearly tied in the pre-polling, with Cruz a few points ahead. Ditto for Rubio in his home state Florida s GOP primary on March 15th. Currently, Trump is burying Rubio by an average of 15+ points in every poll for Florida. Birther issues aside, this has always been the knock against both Rafael Edward  Ted  Cruz (photo, left) and Marco Rubio: just like Barack Obama, they are too young and with no real experience governing, and like Obama, destined to become party functionaries.Trump supporters will often point out that while their man was building skyscrapers in Manhattan, both Cruz and Rubio were still scraping their knees playing dodge ball in junior high. Putting this into perspective, it s hard to take a junior politician seriously when they talk about  restoring America . Like him or hate him, Trump has a long list of achievements and powerful relationships, and has actually created jobs. As much as politicians tell us that their successive administrations have conjured  job creation , the truth is that Americans no longer believe this lie, and millions now see Donald J. Trump as the antidote to that institutional fib. If you polled Americans today and asked them: would you rather live on government assistance or build your own company and be independently wealthy (?), it s fairly certain that the overwhelming majority of Americans would choose the latter   even if it meant risking everything. Trump understands this dynamic better than any other candidate because for him, it s not a theoretical proposition. In essence this is the American Dream, and therein lies the disconnect for both career politicians Rubio and Cruz, and perhaps for Hillary Clinton too, should she face-off against Trump later on.Despite the mainstream media insistence that Marco Rubio  won  Thursday night s debate, and  Ted Cruz looked  strong , it s fairly clear that both candidates are now relying on negative attacks and cruel swipes, in effect, trying to out-Trump The Donald. If that s their main strategic directive   and mind you we haven t even reached super Tuesday yet   then it s fair to say we are looking at the final desperate lunges of two highly over-inflated political marketing exercises. Their double team might have impressed a few media gatekeepers, but in the end it didn t make the Cuban pair look presidential. At this stage of the race, looking presidential is important, but when you re desperately playing catch-up you simply can t afford to look presidential, according to Rubio and Cruz anyway. Just another example of how short-term logic rules this race.Meanwhile, the media continue to scratch their heads and quietly panic (think of all the retractions and back pedaling if Trump wins) as Trump continues to win primaries and scoop-up delegates on his way towards a Republican nomination.Watch Rubio s somewhat vain attempt at gutter politics this morning in Texas:   It was amusing to watch CNN interrogators, along with Rubio and Cruz, lay into Trump about his lack of specifics on his healthcare plan. Trump stuck to his canned lines, and generalities, and lost no ground with his supporters either. It should also be said voters don t really care about hearing policy details either, as the population has finally copped on to the fact that candidates will say anything to get elected and that no president will ever make good on his or her campaign promises. Eight years of Obama taught America that lesson once and for all.Throughout the CNN event, Trump would point out individual corporate lobbyists in the audience from various industries including the pharmaceutical industry. The fact of the matter here is, despite painting themselves as rebels and  DC outsiders , both Rubio and Cruz made it on the stage by taking millions of dollars from various Washington DC lobbies. The same special interests have poured fortunes into Super PACs which are presently funding Cruz and Rubio s presidential campaigns and paying for all of their million dollar TV ad slots. Trump, on the other hand, is funding his own campaign and is not bought and paid for.Collectively, between Scott Walker, Jeb Bush, Rick Perry, John Kasich, Marco Rubio and Ted Cruz, hundreds of millions of dollars have been donated, invested and spent   in order to try and inflate a bloated GOP field   and give lift-off to each one of these political balloons. As it stands now, all of this money will have been spent in vain. The only winners will be the media consultants and PR companies who produced mountains campaign ads and printed material, and also the TV networks, like CNN, FOX and the others, who ran all of those costly political ads.Towards the end of CNN s gladiatorial event last night, Trump got the last word, and again, it reflected the public mood and thus will further galvanize his support base. He exclaimed: Politicians are all talk, no action   just like these two here (Cruz and Rubio)  Look what s happening to our country. Trade, vets, common core, Obamacare: I ll get it done, they won t, and we will Make America Great Again. Once again, it s not a question of whether voters believe everything he says, or like everything he does. Just as Jimmy Carter was to cure for Nixon s epic corruption, and the Simple Jack approach of George W. Bush was the beneficiary of Bill Clinton s shameful antics in the Oval office, and just as Barack Obama was the natural reaction to the nation s WMD shame and intellectual inadequacy of two terms of George W. Bush   so too is Donald Trump the natural progression following eight years of divisive partisan  lead from behind  community organizer-in-chief politics by Barack Obama.If Trump does win the nomination in July, then this general election will be one of the most rancorous contests in American history.  The real fun has only just begun.READ MORE ELECTION NEWS AT: 21st Century Wire 2016 Files",Middle-east,"February 26, 2016",0
23436,HIDDEN ORDER: Was the Death of Justice Scalia Linked to ‘Secret Society’ at Cibolo Ranch?,"Shawn Helton   21st Century WireWith the United States in the heat of the 2016 presidential election cycle, key questions surrounding the death of Supreme Court Justice Antonin Scalia continue to persist  as there s a new conspiratorial twist added to an already suspicious case.Recently, here at 21WIRE, we discussed many of the strange circumstances observed in the aftermath of Justice Scalia s death. The 79-year-old conservative justice was found dead in his hotel room at Cibolo Creek Ranch, a luxury ranch located in Presidio County, Texas.There was no official autopsy made by a medical examiner in Scalia s death, only a controversial pronouncement over the phone by Presidio County Judge Cinderela Guevara.As 21WIRE pointed out in an earlier report regarding Scalia, Guevara appears to have reversed her previous statement claiming that Scalia had died of a  heart attack , revising the cause of death to  natural causes.  Guevara s handling of the death scene of a Supreme Court Justice without being present has drawn sharp criticism from both the media and the public.  ORIGINAL MEANING  Controversial conservative firebrand, Supreme Court Justice Antonin Scalia. (Photo illustration 21WIRE)Secret Order, Secret Death?On February 24th, The Washington Post published an article entitled  Justice Scalia spent his last hours with members of this secretive society of elite hunters : When Supreme Court Justice Antonin Scalia died 12 days ago at a West Texas ranch, he was among high-ranking members of an exclusive fraternity for hunters called the International Order of St. Hubertus, an Austrian society that dates back to the 1600s. Continuing, The Washington Post confirmed that indeed, the FBI will not be conducting an investigation into Supreme Court Justice Scalia s death. On an interesting note however, the article states that the FBI was unaware of the secretive international order all together: Law enforcement officials told The Post that they had no knowledge of the International Order of St. Hubertus or its connection to Poindexter and ranch guests. The officials said the FBI had declined to investigate Scalia s death when they were told by the marshals that he died from natural causes.   CLOAK & DAGGER    Members of The International Order of Saint Hubertus, from left: John Kotts, Boysie Bollinger, Vidal Martinez, Reed Morian and John Poindexter. (Photo link chron)The Washington Post article also revealed the identity of Scalia s travel partners:  C. Allen Foster, a prominent Washington lawyer who traveled to the ranch with Scalia by private plane,  and that Cibolo Creek Ranch owner John Poindexter, along with C. Allen Foster, had flown with Scalia to the ranch for the now infamous quail-hunting trip.Also according to the Post, both Poindexter and Foster,  hold leadership positions within the [Saint Hubertus] Order. It is unclear what, if any, official association Scalia had with the group. While the Post acknowledged that many of the 35 guests in attendance at Cibolo Creek Ranch have remained largely unknown to the public eye, they discuss some of the details surrounding the St. Hubertus order, an international brotherhood whose founding member, Count Franz Anton von Sporck , also started a branch of Freemasonry in Bohemia (now the Czech Republic): Members of the worldwide, male-only society wear dark-green robes emblazoned with a large cross and the motto  Deum Diligite Animalia Diligentes,  which means  Honoring God by honoring His creatures,  according to the group s website. The conspiratorial coincidence doesn t end there, it was also revealed that  The society s [Saint Hubertus] U.S. chapter launched in 1966 at the famous Bohemian Club in San Francisco.   CIBOLO CONSPIRACY    What really happened to Supreme Court Justice Antonin Scalia. (Photo link twitter)Magic Bullets Become  Magic Pillows Another bizarre element to this story, was the description and discovery of Scalia s body when it was first found by Cibolo Creek ranch owner, Poindexter. This aspect of the story is illustrated very clearly in a passage from the blog Followship of the Minds: On February 14, 2016, in an article for mySA (MySanAntonio) titled,  Texas Ranch owner recalls Scalia s last hours, reporter John MacCormack quoted Poindexter: We discovered the judge in bed, a pillow over his head.Everything was in perfect order. He was in his pajamas, peacefully, in bed. His bed clothes were unwrinkled. He was lying very restfully. It looked like he had not quite awakened from a nap. On February 17, Poindexter  clarified  his comment to the New York Daily News that  There was a pillow over his head, not over his face. The face was entirely clear. And now, the latest.David Warren reports for the AP that according to a Presidio County Sheriff s Office incident report obtained by The Washington Post on Feb. 23, nothing appeared out of place around Scalia s bed. Three pillows were stacked to elevate Scalia s head. A top pillow appeared to have toppled onto his eyes and forehead but didn t appear positioned to impede his breathing.  Scalia s  arms were at his side atop the bed covers, which were pulled up to his chin. The bed covers were smooth and creased and showed no sign of a struggle. That is one magic pillow!First, it was over Scalia s head.Then, it was above Scalia s head, whose face was  entirely clear .Now, the pillow is neither over nor above Scalia s head, but partially covering his face ( toppled onto his eyes and forehead ), although the pillow made sure to position itself so as not to  impede his breathing .   SECRETS IN CIBOLO    The scenic surroundings of Cibolo Creek Ranch. (Photo link tripadvisor)While you have to wonder about the confusion surrounding Scalia s pillow placement, The Washington Post s recent eye-opening revelations regarding the Order of St. Hubertus   give us some other things to consider Silencing Conspiracy with ConspiracyThe overtly conspiracy-tinged Post piece is a rarity in the mainstream world, one that conjure s many Hollywood or government tales of murder, deception and intrigue throughout history.The acknowledgement of a decadent Eyes Wide Shut-like  secret society  on location at Cibolo Creek Ranch prior to Scalia s death, only enhances the drive by voyeurism witnessed since his passing and in a way, it could undermine any legitimate investigation into his death after the fact.While its true, this compelling new detail will most likely bring its lion s share of political protest, as well as predictable calls for congressional inquiry or a push for a federal investigation (as should be)   the heavily publicized presence of a secretive fraternal order of hunters nearby a suspicious crime scene, will unfortunately fuel more speculation.Put another way: Whether or not the secret group at Cibolo Creek Ranch was involved in Scalia s death, you have to wonder why the mainstream media revealed this latest conspiratorial element in the first place.Media gatekeepers in television, print and radio will have a field day with this new controversial piece, all the while pushing and pulling the population into a particular corner   and by the looks of it, that s already happening.Having said all of this however, there s still much to be concerned with regarding Scalia s highly suspicious death   OBAMA NO-SHOW    The funeral service for Supreme Court Justice Antonin Scalia. Oddly, President Obama elected not to attend. (Photo link detroitnewstime)Big Questions RemainOver the years, Scalia s various political connections and political perspective on important issues earned him a controversial reputation.In 2014, Justice Scalia drew harsh criticism for his views on the CIA torture debate, when the U.S. Senate Intelligence Committee released a report on the interrogation techniques used since the 9/11 attacks.Whether you agreed or disagreed with Scalia, it s important to note once again that the high court has several pending landmark cases on climate, abortion and immigration, all within weeks or months of his death.The NY Post s recent article entitled  Scalia could have been poisoned: forensic pathologist, raised even more questions about the state of Scalia s body upon being discovered: Lethal poisoning could have left Supreme Court Justice Antonin Scalia s body in virtually the same condition in which it was found, a top forensic pathologist [Dr. Michael Baden] told The Post on Wednesday. For the time being, were left to wonder what other secrets lie in Cibolo Creek Ranch regarding the death of Supreme Court Justice Antonin Scalia READ MORE ELECTION NEWS AT: 21st Century Wire 2016 Files",Middle-east,"February 26, 2016",0
23437,The Android Affair: Humanity Outsourced,"Randy Johnson 21st Century WireThe future is coming and technology is coming with it.  Are we adapting to the future or holding on to  the old ways ?  Is a future of technology with circuit boards, screens, and machines something that can be weaponized or used to shape and control society  no different than gunpowder, nuclear energy, and marketing?To many, often considered great minds, technology and artificial intelligence has had an ominous role in science fiction in film and literature.  George Orwell, Isaac Asimov, Arthur C. Clark, and Philip K. Dick are some of the giants of this genre.  Their work has inspired countless Hollywood movies and television programs and can often get someone wondering if life is imitating art, or vice versa.  Another option is that nearly everything has an element of design all along. ANDROID AFFAIR: Big business and robotics (Image Source: WikiCommons)As far back as the 1927 film Metropolis, robotics, class segregation, industry, and even humanity itself, appear on a collision course.  Some might even argue that humanity, technology, and robotics, are already into an integration phase.Since then we know the not all inclusive list of characters.  The Space Odyssey 2001 s HAL 1000, Star Wars   human cyborg relations  C-3PO, Blade Runner s Nexus 6 Replicants, and the infamous Terminator. HOLLYWOOD REALITY: 1980s science fiction comes to life (Image Source: WikiCommons)Martin Ford, author of Rise of The Machines, is a highly sought after speaker across the globe.  He is often utilized as a consultant, for corporations and industries with regards to robotics.  In the 2015 Business Book of The Year, in his acceptance speech Ford stated  Even people that do everything they are supposed to do [to get a good job] may find it difficult to get a foothold in the economy. Piling on to the prospects of a bleak future, Wired Magazine states,  Oxford University researchers have estimated that 47 percent of U.S. jobs could be automated within the next two decades. And if even half that number is closer to the mark, workers are in for a rude awakening. The impact of robotics in industry and its effects in the workforce has also been reported on here at 21st Century Wire.It is a foreboding thing to contemplate, but are we being outsourced?A robot will not call in sick or ask for a wage increase.  It will not fight with others unless programmed to.  It will not complain, throw a fit, collect unemployment, leave early, or join the workers union to fight the corporation.  Once integrated and a part of industry, it will save money.  It will not require an annual review.  When it becomes irrelevant to newer technology, it will be replaced.Getting to a robotic future will even  create new jobs  no doubt.  A small industry of technicians and favored class of people who monitor, fix, and improve the technology could hold the coveted jobs for those selected and chosen to deserve them.Too far away?  Not in our lifetime?Watch the below video of Boston Dynamic s 5 9  180 pound Atlas robot interact with its surroundings and perform the labor its makers designed it to do. READ MORE ON ROBOTS: 21st Century Wire Robot Files",Middle-east,"February 25, 2016",0
23438,"BOILER ROOM – EP #45 – Horror Hotel, Trump Gatecrash & Cynical Ploys","Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Andy Nowicki from Alt Right Blogspot, Jay Dyer of Jays Analysis & ACR contributor Randy J and Boiler Room Presidential Candidate select: Stewart Howe. In this broadcast listeners will be hearing us go around the BOILER ROOM on a veritable feast of topics including Donald Trump steamrolling the GOP and gatecrashing Glenn Beck s Cruz Caucus event, some esoteric analysis with Jay Dyer in the realms of serial killers, Dune and more, the Clinton Epstein connections and the usual conversational holes the Boiler crew somehow seems to dig themselves in and out of. If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE!",Middle-east,"February 24, 2016",0
23439,Syria Ceasefire Deal: A Cynical Ploy by Washington’s ‘Coalition’ to Buy Time for Terrorists,"21st Century Wire says This latest diplomatic development certainly appears positive on its surface, this week s declared  Syrian Ceasefire    a three-way agreement between Washington, Russia and the Syrian government (and begrudgingly by the West s other regional  stakeholders ) looks increasingly like it may just be the latest attempt to buy time   so that Washington, Turkey and Saudi Arabia can re-arm and replenish various militant fighting groups currently laying waste to Syria.Since the entrance of the Russian Air Force into the Syrian conflict theatre last October, the Washington-led Axis has gradually lost proxy-control of a number of key terrorist strongholds in Northern Syria, namely in Aleppo, and thus are unable to dictate crucial  facts on the ground  required to dictate the international media and political narratives. Unable to craft and package these narratives, the West and its dubious  coalition  are completely unable to sell an escalation of military violence in Syria.The fact that the Washington Axis has already threatened to move to a  Plan B    even before the agreement has been implemented, indicates that this diplomatic effort may in fact be  dead on arrival . Before the ink was even dry on the agreement, sources inside the CIA and the Pentagon went public with a preemptive statement claiming that,  Russia cannot be trusted to uphold the ceasefire . The scene is now set.Watch as 21WIRE founder and editor Patrick Henningsen speaks to Sean Thomas from RT International about why the ceasefire deal may not survive the spring . Patrick Henningsen talks Syria Ceasefire with RT International (2016) from 21wire on Vimeo.READ MORE SYRIA NEWS AT: 21st Century Wire Syria Files",Middle-east,"February 24, 2016",0
23440,Watch as Trump Gatecrashes Glenn Beck’s Cruz Caucus Event in Nevada," 21st Century Wire says One TV personality Trumps another TV personality.While GOP front runner Donald Trump was on his way to another resounding win, this time at the Nevada Caucus primary, he continued to rewrite the political rule book by making an unscheduled stop at a competitor s rally.  It couldn t have happened to a better entertainer (not Donald) https://www.youtube.com/watch?v=aCEtRKGsGQc . Eliza Collins PoliticoDonald Trump crashed the Nevada caucus location at which conservative talk show host Glenn Beck was speaking Tuesday night on behalf of Ted Cruz.MSNBC was broadcasting a live look at the caucus site, Palo Verde High School in Summerlin, when Trump suddenly showed up and made an impromptu speech of his own. We are going to have hopefully a historic night,  Trump said.  I appreciate everybody being here. I wanted to be here myself and say a few words. The billionaire informed his Twitter followers he would be  at various caucus sites  throughout Nevada on Tuesday, but didn t specify where.Afterward, MSNBC asked Trump about his allegation that Cruz is a liar. Ted is gonna start telling the truth   people have gotten wise to him,  Trump said, pointing to Cruz s third-place finish in South Carolina on Saturday as a problem for the Texas senator.  When he lifts his hands up high, I think he s going to be very happy. Continue this story at PoliticoREAD MORE 2016 ELECTION NEWS AT: 21st Century Wire 2016 Files",Middle-east,"February 24, 2016",0
